ticker|R1|R3|R5|R10
RYHIX|36.59|21.07|19.72|8.63
RYHDX|3.97|6.81|11.43|
RYHHX|7.44|7.75|11.70|
RYHGX|9.50|8.64|12.61|
RYINX|33.58|13.83|24.58|7.40
RYIAX|39.85|15.40|25.49|7.68
RYICX|38.13|14.82|24.86|7.14
RYIIX|40.59|15.98|26.12|8.22
RYWWX|18.76|-4.33||
RYWZX|22.89|-1.49||
RYWYX|24.76|-2.77||
RYAQX|0.09|-12.82|-9.13|-7.59
RYJAX|5.45|-11.59|-8.45|-7.34
RYJCX|3.31|-12.03|-8.92|-7.83
RYJUX|5.17|-11.18|-8.02|-6.91
RYILX|-16.49|-13.55|-17.07|
RYIYX|-13.92|-12.81|-16.91|
RYIHX|-12.17|-12.08|-16.23|
RYAGX|-24.29|-18.41|-24.72|
RYCLX|-21.89|-17.71|-24.57|
RYMHX|-20.55|-17.11|-24.00|
RYAPX|-29.26|-19.60|-25.20|-12.04
RYAAX|-25.98|-18.35|-24.61|-11.80
RYACX|-26.99|-18.87|-25.01|-12.27
RYAIX|-25.16|-17.93|-24.19|-11.34
RYAFX|-28.16|-20.16|-25.59|
RYCQX|-25.87|-19.45|-25.41|
RYSHX|-24.41|-18.79|-24.82|
RYARX|-23.73|-17.19|-20.97|-8.80
RYUAX|-20.16|-16.06|-20.40|-8.55
RYUCX|-21.39|-16.49|-20.81|-9.02
RYURX|-19.78|-15.64|-20.00|-8.09
RYJSX|24.49|2.72|13.01|
RYJTX|28.85|3.61|13.29|
RYJHX|30.73|4.44|14.20|
RYLSX|22.34|17.11|26.68|6.74
RYLAX|28.10|18.75|27.63|7.02
RYLCX|26.46|18.16|26.96|6.46
RYLIX|28.76|19.35|28.26|7.55
RYAMX|8.83|1.91|9.63|4.10
RYISX|12.41|2.80|9.87|3.86
RYSRX|14.29|3.59|10.70|4.65
RYQTX|14.59|3.57|10.36|4.09
RYLBX|-23.67|-17.87||
RYLEX|-21.29|-17.15||
RYLFX|-19.87|-16.53||
RYYSX|-19.59|-16.27||
RYITX|-19.68|-16.32||
RYMTX|-5.51|-7.97|-6.37|
RYMZX|-2.55|-7.18|-6.17|
RYMFX|-0.80|-6.46|-5.45|
RYYMX|-0.51|-6.20|-5.24|
RYIFX|-0.56|-6.24|-5.27|
RYAHX|24.63|15.49|30.08|8.65
RYDCX|28.87|16.51|30.40|8.38
RYMDX|30.83|17.45|31.38|9.19
RYMQX|-4.83|0.42|1.48|
RYMRX|-1.78|1.32|1.71|
RYMSX|-0.04|2.08|2.48|
RYIMX|0.17|2.33|2.66|
RYATX|22.57|13.42|22.57|7.77
RYAOX|28.34|14.97|23.47|8.04
RYCOX|26.78|14.41|22.86|7.51
RYOCX|29.01|15.56|24.10|8.59
RYANX|24.47|16.36|25.08|5.54
RYNAX|30.31|17.94|25.98|5.79
RYNCX|28.71|17.38|25.35|5.27
RYNVX|30.96|18.56|26.62|6.33
RYMNX|-40.32|-23.49|-3.98|-1.31
RYMPX|-37.51|-22.42|-3.28|-1.07
RYZCX|-38.45|-22.82|-3.77|-1.58
RYPMX|-37.20|-22.04|-2.80|-0.59
RYREX|-3.07|5.46|17.24|
RYCRX|0.05|6.35|17.45|
RYHRX|1.73|7.15|18.34|
RYRAX|17.49|16.24|23.53|6.78
RYRCX|15.93|15.59|22.81|6.22
RYRTX|12.20|14.55|22.56|6.47
RYRIX|18.23|16.82|24.07|7.25
RYAKX|32.19|16.13|28.63|6.94
RYCMX|36.76|17.14|28.87|6.63
RYMKX|38.84|18.04|29.86|7.44
RYRRX|18.92|11.22|19.28|
RYROX|22.80|12.11|19.44|
RYRHX|24.69|13.01|20.41|
RYSOX|13.79|10.27|16.22|
RYSYX|17.61|11.19|16.44|
RYSPX|19.50|12.11|17.38|
RYLGX|25.50|13.81|23.99|
RYGRX|29.75|14.81|24.27|
RYAWX|31.80|15.69|25.20|
RYLVX|22.80|15.10|27.22|
RYVVX|26.95|16.12|27.54|
RYZAX|28.93|16.99|28.51|
RYMGX|16.27|12.38|25.33|
RYCKX|20.14|13.35|25.60|
RYBHX|22.07|14.21|26.57|
RYMVX|15.64|9.17|23.46|
RYMMX|19.50|10.09|23.68|
RYAVX|21.30|10.91|24.65|
RYSGX|20.31|13.44|22.56|
RYWCX|24.40|14.43|22.85|
RYWAX|26.28|15.28|23.74|
RYSVX|22.18|11.96|26.40|
RYYCX|26.34|12.89|26.62|
RYAZX|28.29|13.71|27.57|
RYSDX|-3.51|-3.99|-9.14|
RYSJX|-0.43|-3.12|-8.82|
RYSBX|1.31|-2.36|-8.26|
RYTHX|21.46|7.48|18.50|3.47
RYTAX|27.35|9.00|19.39|3.77
RYCHX|25.60|8.38|18.83|3.27
RYTIX|27.99|9.59|20.03|4.31
RYTLX|3.22|-1.25|8.61|0.21
RYMAX|8.20|0.08|9.45|0.52
RYCSX|7.45|-0.18|9.08|0.09
RYMIX|8.77|0.56|9.97|0.99
RYTSX|33.15|14.32|20.33|7.67
RYPAX|39.45|15.91|21.20|7.93
RYCNX|37.73|15.35|20.56|7.37
RYPIX|40.17|16.47|21.77|8.44
RYFXX||||
RYUTX|4.76|8.35|9.90|6.87
RYAUX|9.69|9.86|10.69|7.14
RYCUX|8.14|9.28|10.13|6.58
RYUIX|10.31|10.39|11.24|7.66
RYWDX|-11.53|-5.22|0.41|
RYWJX|-8.72|-4.38|0.63|
RYWBX|-7.07|-3.67|1.38|
SAEMX|-12.25|-7.04|14.63|
SAXIX|0.44|1.51|2.26|2.47
SAISX|18.58|6.38|17.87|8.28
SAHMX|12.32|2.59|14.19|6.28
SAREX|1.49|8.48|21.24|
SAMKX|22.12|13.41|18.71|6.49
SAUFX|-0.17|0.19|0.76|
SAUMX|27.87|15.45|24.41|8.34
SABTX|25.18|14.69|22.34|6.90
SABAX||||
SABCX||||
SABFX||||
SGEAX|6.50|||
SGECX|10.90|||
SGEIX|13.05|||
SMAPX|17.58|||
SMFPX|22.37|||
SMLPX|24.69|||
SRPAX|-9.41|||
SRPCX|-5.73|||
SRPFX|-3.94|||
SPTAX|6.55|||
SPTCX|10.83|||
SPTIX|13.05|||
SIIDX|0.06|3.74|7.42|4.80
AICAX|-4.04|2.10|2.53|2.66
ACLBX|-4.69|2.10|2.43|2.25
ACMCX|-2.72|2.43|2.44|2.26
SNCAX|-0.89|3.40|3.42|3.24
AIDAX|-3.49|2.09|2.41|2.70
AIDBX|-4.11|2.07|2.31|2.29
AIMCX|-2.16|2.41|2.32|2.30
SNDPX|-0.25|3.38|3.29|3.29
SNEMX|-9.08|-5.65|13.87|9.21
SNIDX|-0.10|3.63|7.30|4.76
AIZAX|4.13|-0.98|7.94|1.78
AIZBX|3.93|-1.05|7.98|1.43
AIZCX|6.94|-0.26|8.08|1.49
SIMTX|9.50|1.24|9.54|2.68
ANIAX|-4.17|1.79|2.31|2.61
ANYBX|-4.80|1.79|2.22|2.21
ANMCX|-2.87|2.13|2.23|2.21
SNNYX|-0.97|3.10|3.21|3.20
SDCMX|0.46|0.92|1.16|1.77
SDDMX|0.33|1.18|1.38|1.95
SDNYX|0.08|1.15|1.28|1.88
ADPAX|-4.33|-1.18|1.10|1.04
ADPBX|-3.31|-0.50|1.42|0.85
ADPCX|-1.32|-0.13|1.46|0.87
SNSDX|0.20|0.57|2.31|1.81
ABXAX|4.80|-0.92|7.85|1.61
ABXBX|4.63|-0.92|7.96|1.29
ABXCX|7.67|-0.17|8.02|1.32
SNIVX|9.83|1.47|9.70|2.58
SNGSX|-0.22|0.31|1.22|2.01
SBMBX|3.41|-2.46|11.82|8.54
SEPCX|8.10|-1.10|12.48|8.54
SEPIX|10.22|-0.10|13.63|9.62
SFPAX|9.63|3.95|10.73|-1.33
SFPCX|14.79|5.41|11.36|-1.34
SFPIX|16.88|6.47|12.52|-0.34
SHPAX|22.20|16.66|19.46|7.89
SHPCX|27.90|18.29|20.18|7.90
SBHIX|30.19|19.49|21.41|9.00
SIEYX|-3.03|-2.82|8.14|1.94
SIECX|1.34|-1.55|8.71|1.88
SIEPX|3.29|-0.59|9.79|2.89
SQBCX|-2.09|0.65|2.13|2.04
SIBPX|-0.11|1.65|3.16|3.05
GRRAX|-8.65|||
GRRCX|-4.68|||
GRRIX|-2.78|||
JAREX|-7.66|5.44||
JACRX|-3.03|7.02||
JARIX|-0.99|8.03||
SLGYX|15.32|19.67|4.19|6.46
SLGCX|22.59|15.82|23.17|7.16
SLCGX|24.85|16.98|24.42|8.23
SLVYX|22.15|11.07|17.81|2.53
SLVCX|27.83|12.54|18.48|2.50
SLCVX|30.14|13.68|19.65|3.53
SPMAX|20.61|11.13|18.80|7.75
SPMCX|26.13|12.66|19.47|7.75
SMIPX|28.47|13.81|20.67|8.84
SMBCX|-3.09|1.45|1.42|1.07
SMBPX|-1.27|2.14|2.27|1.99
SSCYX|14.00|8.83|16.12|7.17
SSCCX|19.16|10.13|16.61|7.08
SSCPX|21.31|11.26|17.82|8.15
STPAX|20.57|8.03|25.40|9.22
STPCX|26.12|9.53|26.16|9.21
STPIX|28.41|10.61|27.41|10.31
SATMX|26.22|12.07|23.95|10.55
SATSX||||
SATDX||||
NITEX|-0.75|3.76|3.88|3.28
SBIFX|-0.80|4.67|5.90|4.07
SCORX|6.84|5.38|9.82|
SGHIX|4.28|||
SSGFX|23.51|11.99|15.52|7.92
SSIFX|-1.70|-0.01|7.59|6.83
STBFX|0.82|1.18|2.42|2.64
SCVEX|9.77|4.04|15.91|6.75
SCIEX|10.01|4.28|16.19|7.01
SCUVX|23.76|11.84|19.49|9.84
SCUIX|24.16|12.15|19.80|10.12
SQQIX|13.57|9.74||
SQQJX|13.43|9.70||
SNAVX|20.29|12.69|18.08|6.63
SNAEX|20.72|13.07|18.50|7.00
SARVX|-2.54|||
SARNX|-2.29|||
STWTX|-2.49|||
SEMVX|-9.06|-2.18|14.86|
SEMNX|-8.96|-1.99|15.05|
SMEVX||||
SMENX||||
SMSVX||||
SMSNX||||
SIDVX|9.99|5.13|18.60|
SIDNX|10.33|5.37|18.85|
STWLX|-0.38|||
SBBVX|-0.54|4.04|5.45|
SBBIX|-0.29|4.30|5.69|
SMDVX|24.60|12.14|19.23|
SMDIX|24.87|12.43|19.52|
SWOIX|12.79|7.69|19.75|9.03
SWMIX|12.98|7.84|19.92|9.19
SWOSX|21.61|10.99|18.75|6.42
SWMSX|21.85|11.19|18.95|6.59
SWOBX|13.26|9.51|12.43|5.64
SWANX|20.23|12.68|16.08|7.08
SWDSX|19.49|13.83|16.33|7.50
SWFFX|20.78|10.32|17.72|3.07
SFENX|-10.31|-5.67|13.24|
SFNNX|14.81|4.43|15.09|
SFILX|17.35|6.67|18.84|
SFLNX|21.40|13.50|23.24|
SFSNX|25.95|13.98|27.16|
SWHFX|30.12|22.62|20.17|11.91
SWHEX|9.11|6.37|9.19|5.27
SICNX|15.06|8.87|15.86|
SWISX|11.24|5.88|13.80|6.24
SWLSX|22.47|12.80|16.98|
SWEGX|19.02|11.25|18.27|6.82
SWBGX|11.29|8.33|12.81|5.54
SWCGX|7.29|6.54|9.88|4.71
SWHGX|15.41|9.98|15.66|6.27
SWKRX|4.25|5.25|8.09|
SWLRX|2.19|3.57|5.79|
SWJRX|6.33|6.26|9.95|
SWPPX|21.40|13.86|19.07|6.79
SWSCX|29.44|17.90|24.45|9.26
SWSSX|26.94|15.09|24.32|9.13
SWBRX|6.99|6.66|10.32|
SWGRX|8.74|7.50|11.99|
SWCRX|11.12|8.74|13.64|
SWHRX|13.09|9.64|14.93|
SWDRX|14.56|10.19|15.72|
SWIRX|15.91|10.77|16.58|
SWERX|17.00|11.23|17.13|
SWMRX|17.58|||
SWNRX|18.09|||
SWORX|18.28|||
SWTSX|22.42|14.20|20.04|7.54
SNXFX|21.81|13.71|19.36|6.99
SWCAX|0.44|5.47|4.95|4.10
SWASX|-2.43|4.18|17.05|
SWGSX|-0.30|2.91|4.04|4.35
SWIIX|0.35|2.83|6.33|
SWBDX|0.59|1.52|2.39|1.76
SWNTX|-0.19|5.07|5.24|4.10
SWLBX|-0.18|3.33|4.41|3.15
SWRSX|-6.36|3.77|5.25|
SCHE|-4.54|-8.90|-6.96|
FNDE|-4.54|-8.50|-7.33|
FNDF|-4.54|-4.51|-3.30|
FNDC|-4.54|-3.34|-1.99|
FNDB|-3.46|-4.11|-3.99|
FNDX||||
FNDA|-3.46|-3.36|-3.29|
SCHR|1.48|1.54|1.46|
SCHF|-4.54|-4.73|-4.16|
SCHC|-4.54|-3.38|-1.81|
SCHO|1.48|0.08|0.16|
SCHZ|1.48|1.73|1.55|
SCHB|-3.46|-3.20|-3.16|
SCHD|-3.46|-4.45|-4.42|
SCHX|-3.46|-3.22|-3.29|
SCHG|-3.46|-2.42|-2.48|
SCHV|-3.46|-4.25|-4.10|
SCHM|-3.46|-1.85|-1.87|
SCHH|-4.00|3.80|4.04|
SCHA|-3.46|-2.17|-2.19|
SCHP|1.48|2.35|1.97|
AVEFX|4.47|4.24|6.36|4.69
AVEMX|15.65|10.05|20.59|6.89
AVEGX|19.27|12.58|19.34|9.35
AVESX|15.99|7.66|18.30|
AVEDX|21.55|14.61|19.87|
AVEWX|11.66|5.54||
RCMFX|13.33|9.36|16.74|4.99
DWUGX|43.67|18.20||
BMLEX|28.78|13.35|21.91|
SCCYX|0.22|4.33|9.92|5.62
SCCIX|0.60|4.64|10.22|5.90
SCPYX|0.56|5.74|12.62|6.82
SCPZX|0.97|6.07|12.99|7.13
SEMFX|-0.75|||
SCGLX|14.31|||
UMBWX|4.73|4.03|14.27|8.05
SCLDX|1.47|||
UMBMX|24.66|13.39|24.75|
UMBHX|24.84|14.55|19.11|7.97
SUBYX|1.54|||
SUBFX|1.86|||
SAOAX|12.13|11.71|19.22|8.38
SAOBX|11.84|11.84|19.23|8.06
SAOCX|15.82|12.70|19.48|8.07
SAOIX|17.97|14.03|20.79|9.10
GEEWX||||
GEEFX||||
GEEGX||||
SECEX|12.62|7.69|15.47|3.32
SEQBX|11.89|7.34|15.19|2.91
SFECX|16.07|8.48|15.59|3.02
GILIX|18.19|9.52|16.65|3.84
SVUIX|19.25|10.97|19.64|
SEVAX|13.56|9.08|18.15|10.05
SVSBX|13.32|9.12|18.17|9.74
SEVSX|17.36|10.06|18.43|9.77
SSUAX|16.15|11.27|23.17|
SSVCX|19.99|12.24|23.47|
SSUIX|22.22|13.37|24.68|
SEQAX|6.68|1.95|9.26|4.40
SGOBX|7.30|2.95|10.35|5.01
SFGCX|10.04|2.84|9.50|4.12
SEWIX|12.39|3.59|10.31|4.90
GIFAX|1.06|||
GIFCX|4.31|||
GIFIX|6.35|||
GILDX||||
GILFX||||
GILHX||||
GIOAX|-1.33|||
GIOCX|1.87|||
GIOIX|3.90|||
GIBAX|-1.51|||
GIBCX|1.62|||
GIBIX|3.73|||
SIHAX|3.67|5.55|16.96|7.38
SIHBX|4.10|6.73|18.24|7.88
SIHSX|7.01|6.46|17.27|7.11
SHYIX|9.12|7.57|18.47|8.07
SIUSX|-0.31|4.20|5.37|2.72
SUGBX|-1.06|4.28|5.24|2.46
SDICX|2.88|5.18|5.60|2.47
GIUSX|4.87|5.97|6.45|3.25
GIJAX|-8.67|3.31|12.07|
GIJCX|-5.77|4.26|12.35|
GIJIX|-3.87|5.22|13.31|
SECIX|13.22|9.11|16.42|5.81
SECBX|14.16|10.34|17.65|6.14
SEGIX|16.95|10.07|16.66|5.47
GILCX|19.04|10.95|17.59|6.34
SSGAX|10.63|8.60|16.14|5.36
SASDX|9.73|7.70|15.22|4.55
SEAIX|10.32|8.35|15.87|5.01
SMGAX|11.36|11.50|18.72|7.54
SVSAX|2.49|4.21|6.62|3.16
SSTDX|1.40|3.23|5.70|2.33
SICIX|2.09|3.93|6.36|3.07
SKTAX|18.02|11.09|17.98|6.38
SOKAX|4.21|6.39|11.45|4.99
SCMSX|3.98|6.14|11.48|5.22
STDAX|10.63|11.13|18.68|7.06
SNSAX|0.49|2.28|2.93|2.24
SEDIX|0.15|1.96|2.39|2.01
SGOAX|18.16|11.20|18.23|7.91
SRWAX|5.91|6.86|13.47|5.08
SMKDX|4.98|5.93|12.54|4.26
SMGSX|5.67|6.59|13.18|4.83
SXMAX|15.64|12.42|17.96|8.68
SMOAX|3.52|5.92|10.17|4.37
SMSDX|2.55|4.99|9.25|3.55
SMSIX|3.26|5.67|9.87|4.35
SISAX|18.14|11.07|18.18|6.47
SEGMX|-0.14|3.25|4.78|4.86
SEOXX||||
SEVXX||||
SGOXX||||
SGWXX||||
TCGXX||||
SVBXX||||
SGTXX||||
TCPGX|-0.14|2.86|3.95|4.47
TCMXX||||
SKBXX||||
SICXX||||
SISXX||||
TCPXX||||
SPBXX||||
SOLXX||||
SPHXX||||
SPWXX||||
TCSGX|-0.01|1.14|2.18|2.92
SEPXX||||
STYXX||||
SDCXX||||
SSWXX||||
SCPXX||||
STBXX||||
STWXX||||
SECPX|0.64|1.16|3.48|1.86
SITEX|-12.22|2.71|11.56|8.05
SIEMX|-9.27|-5.09|13.16|7.77
SEITX|12.54|4.84|12.72|3.65
SEEIX|12.29|4.59|12.40|3.39
SEFIX|1.81|3.88|5.64|2.69
SDLAX|21.84|12.85||
SEIAX|-6.33|||
SSEAX|6.85|3.65|13.61|
SUSAX|0.92|||
SVYAX|20.50|15.90|17.78|
TRLVX|0.35|4.80|8.52|5.03
SCXIX|0.13|4.57|8.26|4.77
SEEAX|2.14|2.45|5.57|
SEIIX|1.75|2.13|5.26|
SVTAX|11.60|11.11|10.38|
SGMIX|11.36|10.77|10.10|
SHYAX|6.20|8.33|18.09|7.39
SEIYX|6.07|7.22|17.23|6.98
SLGAX|22.48|13.54||
SELCX|22.20|13.41|19.90|6.69
SPGIX|21.94|13.17|19.63|6.44
TRMVX|22.56|13.67|18.09|6.38
SEUIX|22.33|13.42|17.84|6.13
SEMCX|25.65|13.57|21.44|8.81
SIPIX|25.32|13.29|21.21|8.67
SAAAX|-0.14|||
SCLAX|-1.05|||
SIOAX|5.25|||
SIFAX|-7.15|||
SMSAX|3.48|0.96||
SETAX|1.94|7.95|20.82|8.04
SEIRX|1.73|7.73|20.50|7.72
SRAAX|-2.28|1.25||
SSPIX|21.02|13.49|18.82|6.41
TRQIX|21.22|13.70|19.03|6.60
SPIIX|20.76|13.25|18.56|6.18
SLLAX|30.23|13.98||
SSCGX|35.40|15.97|23.76|5.54
SPWIX|35.12|15.69|23.45|5.26
SESVX|22.37|12.27|21.11|7.99
SMVIX|22.13|12.03|20.84|7.74
TMLCX|23.15|14.01|19.36|6.69
STMYX|23.53|14.41|19.77|7.04
TMMAX|19.60|14.77|17.16|
STMSX|27.33|13.85|22.37|7.27
SUFAX|-0.22|4.11||
SVOAX|20.09|15.41|17.38|
SEVIX|19.74|15.13|17.06|
TPRXX||||
SBDAX|-0.34|4.66|4.13|3.62
TXWXX||||
SITXX||||
SFCXX||||
SEIMX|-0.62|4.78|4.76|3.66
SMAAX|-0.66|4.33|4.32|3.79
SENJX|-0.22|3.75|3.50|3.27
SENYX|-0.54|3.70|3.78|3.43
SEPAX|-0.70|4.32|4.01|3.32
SEIPX|-0.45|4.51|4.16|3.47
SUMAX|0.48|0.91|1.26|1.97
TXEXX||||
SEATX|-2.07|6.80|11.16|
XLY|-4.00|-6.00|-5.92|
XLP|-4.00|-5.17|-5.03|
XLE|-4.00|-5.80|-5.70|
XLF|-4.00|-3.66|-3.62|
XLV|-4.00|0.94|0.96|
XLI|-4.00|-4.27|-4.22|
XLB|-4.00|-4.72|-4.58|
XLK|-4.00|-2.57|-2.58|
XLU|-4.00|2.98|2.97|
SLADX|20.62|11.15|18.22|6.35
SLASX|20.22|10.78|17.83|6.02
SLSDX|12.71|2.81|13.29|3.25
SLSSX|12.06|2.21|12.71|2.79
SEBLX|6.51|7.78|12.63|6.09
SBACX|10.25|8.75|12.82|5.67
SIBLX|12.49|9.76|13.79|6.65
BRGRX|14.42|9.07|15.41|5.42
SECGX|18.19|9.59|15.13|4.63
SICGX|20.59|11.01|16.58|5.98
SENCX|12.30|10.59|16.88|6.90
SCSCX|16.25|11.56|17.06|6.46
SICWX|18.57|12.86|18.51|7.71
SECMX|2.50|4.62|8.61|4.87
SMKCX|6.14|5.70|8.92|4.58
SCSIX|8.16|6.57|9.81|5.44
SYGIX|-1.03|4.10|3.43|3.40
SEGSX|-5.64|0.72|2.56|3.93
SCGGX|-5.10|0.70|2.23|3.23
SIBWX|-3.21|1.74|3.28|4.36
BRFOX|15.19|7.31|12.63|5.44
SGLFX|17.79|7.17|11.97|4.44
SIGLX|21.32|9.38|13.97|5.77
SWRLX|9.15|3.12|13.27|5.77
SWFCX|12.08|3.29|12.75|4.93
SIIEX|15.56|5.40|14.92|6.59
SSIGX|-1.54|0.06|1.45|2.52
SSBDX||||
SSSGX|-0.75|0.06|1.29|2.23
SNTNX|13.48|11.01|18.08|5.46
SMGCX|17.35|11.59|17.69|4.63
SIMGX|19.89|13.28|19.70|6.24
SAGWX|15.46|11.38|19.17|8.62
SSCOX|19.86|12.50|19.49|8.33
SIGWX|22.15|13.76|20.93|9.49
MYPVX|13.26|10.68|16.80|5.67
CVALX|19.49|12.90|18.44|6.53
WAEGX|13.33|10.13|18.04|5.01
CEGIX|19.41|12.10|18.82|5.58
SATRX|1.72|5.66||
SCTRX|2.52|6.14||
SITRX|4.19|6.63||
SEQUX|27.54|19.35|21.61|8.70
SECUX|14.88|9.54|19.13|3.71
SEUBX|13.60|9.05|18.78|3.27
SUFCX|18.39|10.36|19.31|3.40
GIUIX|20.71|11.45|20.38|4.25
CFNTX|-0.18|5.57|4.52|3.38
EUGKX|9.99|4.20|11.06|4.16
EUGIX|10.63|4.71|11.64|4.68
NDXKX|30.18|16.50|24.94|8.97
NASDX|30.83|17.07|25.60|9.47
SPXKX|20.37|13.14|18.26|6.13
SPFIX|20.98|13.69|18.86|6.66
MIDKX|20.83|13.06|22.01|8.75
SPMIX|21.42|13.61|22.62|9.29
SMLKX|26.36|15.86|22.56|8.87
SMCIX|27.02|16.44|23.17|9.40
EQTKX|18.18|11.60|18.41|7.20
EQTIX|18.77|12.15|18.98|7.77
NEXTX||||
STUKX|-0.69|-0.57|0.05|1.40
STUSX|-0.20|-0.07|0.54|1.92
UTKXX||||
UTSXX||||
CAUKX|-1.61|1.41|1.15|2.45
CAUSX|-1.12|1.93|1.67|2.96
SGCFX|-1.80|-5.14|15.43|2.60
CAAFX|-2.70|-0.37|0.81|
CBAMX|-5.84|-1.63|0.16|
CCAMX|-1.97|-0.36|0.48|
CEAMX|-0.53|0.13|0.98|
CFAMX|-0.07|0.61|1.47|
ASBAX|-2.64|-0.31|0.86|
AMSBX|-5.74|-1.48|0.30|
ASBCX|-1.88|-0.29|0.55|
ASBFX|-0.27|0.42|1.28|
SBFFX|0.01|0.71|1.57|
RAMAX|-0.99|-0.33|0.52|
RAMBX|-0.89|-0.29|0.54|
RAMCX|-0.55|0.11|0.95|
RAMEX|-0.25|0.43|1.27|
RAMFX|0.05|0.73|1.58|
RMMGX|0.11|0.78|1.59|
AGCXX||||
AGPXX||||
GPVXX||||
TACXX||||
TSPXX||||
TXPXX||||
LPCXX||||
LAPXX||||
LPVXX||||
SSCXX||||
SRIXX||||
SPVXX||||
TFOXX||||
TFPXX||||
TRCXX||||
TYCXX||||
TRPXX||||
TPFXX||||
SNIGX|18.82|11.79|16.14|7.16
NBNGX|21.35|12.09|20.98|8.69
SMTFX|-1.39|5.88|7.03|4.22
SQIFX|0.64|||
SNTIX|-2.35|6.62|7.49|3.43
SIBAX|12.01|8.78|12.74|5.94
SDMGX|-8.35|-4.37|12.99|7.79
SDVGX|16.00|12.16|17.78|9.21
SDVSX|15.70|11.88|17.48|8.92
GDGIX|10.18|8.12|14.23|
GDGSX|9.85|7.85|13.94|
SNGRX|7.60|4.96|13.27|4.68
SSMGX|24.42|13.91|22.14|8.88
SNGVX|-1.32|1.16|3.20|3.77
SCAPX|30.00|18.77|28.76|
CSPAX|14.14|8.10|20.85|8.75
CSPBX|15.15|8.25|21.13|8.49
CSPCX|19.13|9.38|21.32|8.49
CSPEX|20.80|9.98|21.96|9.07
CSPFX|21.36|10.49|22.55|9.57
SMCWX|14.22|8.16|20.90|8.79
SCWBX|15.26|8.36|21.22|8.60
SCWCX|19.21|9.46|21.41|8.58
SCWFX|21.20|10.35|22.39|9.45
SMCFX|21.54|10.65|22.73|9.62
RSLAX|20.33|9.52|21.45|8.60
RSLBX|20.33|9.51|21.40|8.57
RSLCX|20.84|10.00|21.98|9.07
RSLEX|21.24|10.38|22.40|9.46
RSLFX|21.62|10.72|22.78|9.80
RLLGX|21.66|10.76|22.80|9.64
SSHVX|27.90|14.01|17.80|7.20
SSHFX|27.87|14.00|17.80|7.20
SGFFX|19.48|14.20|17.20|4.30
SGFCX|26.17|15.95|18.03|4.41
SGNFX|27.00|16.77|18.83|4.83
DIA|-3.46|-5.19|-5.20|
GLD|-0.22|3.42|4.09|
RWO|-4.00|0.07|0.59|
RWX|-4.00|-4.17|-3.02|
FEZ|-4.54|-5.78|-4.92|
CWI|-4.54|-5.47|-4.67|
ACIM|-4.54|-1.70|-3.71|
EMBB|-4.54|-6.77|-6.31|
EMFT|-4.54|-8.61|-7.58|
JPP|-4.54|-6.41|-3.45|
JSC|-4.54|-2.59|-0.02|
BIK|-4.54|-9.70|-8.65|
GXC|-4.54|-8.17|-6.23|
GMF|-4.54|-6.27|-4.62|
GUR|-4.54|-10.46|-9.43|
GML|-4.54|-10.25|-10.08|
EDIV|-4.54|-9.52|-8.84|
GMM|-4.54|-8.02|-6.66|
EWX|-4.54|-6.12|-4.36|
GAF|-4.54|-10.31|-9.13|
WDIV|-4.54|-3.47|-3.22|
GII|-4.00|-0.99|-0.85|
GNR|-4.00|-5.75|-5.70|
IPD|-4.00|-5.62|-3.58|
IPS|-4.00|-5.83|-5.67|
DWX|-4.54|-5.14|-4.82|
IPW|-4.00|-5.11|-5.64|
IPF|-4.00|-6.81|-4.90|
IRY|-4.00|-0.47|0.09|
IPN|-4.00|-3.50|-3.36|
IRV|-4.00|-3.97|-3.31|
MDD|-4.54|-4.90|-2.68|
GWX|-4.54|-2.95|-1.53|
IPK|-4.00|-5.39|-4.42|
IST|-4.00|-5.53|-4.25|
IPU|-4.00|-3.56|-2.48|
RBL|-4.54|-11.70|-11.31|
GMFS|-4.54|5.79|-3.12|
GWL|-4.54|-5.18|-3.84|
FEU|-4.54|-4.73|-4.25|
SPY|-3.46|-3.52|-3.46|
MDY|-3.46|-2.22|-2.14|
SIPE||||
TIPX|1.48|1.36|1.30|
BIL|1.48|0.00|-0.01|
LAG|1.48|1.19|1.45|
CWB|-1.47|1.20|1.47|
EBND|1.48|-4.91|-3.67|
JNK|1.48|0.57|0.59|
ITR|1.48|1.19|1.20|
ITE|1.48|0.83|0.84|
IBND|1.48|-0.59|-0.73|
BWX|1.48|0.45|0.30|
FLRN|1.48|-0.23|0.05|
CBND|1.48|2.05|1.91|
LWC|1.48|3.15|3.43|
TLO|1.48|5.98|5.52|
MBG|1.48|1.74|1.52|
SCPB|1.48|0.16|0.27|
SJNK|1.48|0.13|0.29|
BWZ|1.48|-1.03|-0.92|
SST|1.48|0.33|0.39|
IPE|1.48|2.33|2.15|
XOVR|1.48|2.54|1.24|
EMCD|1.48|0.31|-0.06|
WIP|1.48|-1.25|-1.44|
RWR|-4.00|3.89|4.02|
DGT|-4.54|-4.19|-3.86|
MTK|-4.00|-0.44|-1.37|
BABS|1.48|5.89|5.36|
CXA|1.95|3.51|2.46|
TFI|1.95|2.57|2.20|
INY|1.95|3.10|2.15|
SHM|1.95|0.23|0.46|
HYMB|1.95|4.35|3.17|
VRD|1.95|0.07|-0.01|
